Dataset,Pattern,Target_Class,Blending,seed,Defense,N_Patterns,ACC,F1,Precision,Recall,TPR,FPR,TP,FP,TN,FN
cifar10,trigger_color_grid,1_1,1.0,0,agpd_100,,0.8479,0.5516,0.3912,0.9354,0.9354,0.1618,4677,7280,37720,323
cifar10,trigger_color_grid,1_1,1.0,0,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_color_grid,1_1,1.0,0,agpd_2000,,,,,,,,,,,
cifar10,trigger_color_grid,1_1,1.0,0,scan_2000,,,,,,,,,,,
cifar10,trigger_color_grid,1_1,1.0,0,abl,,0.9382,0.6912,0.6912,0.6912,0.6912,0.0343,3456,1544,43456,1544
cifar10,trigger_color_grid,1_1,1.0,1,vbd,10,0.9849,0.9296,0.8689,0.9994,0.9994,0.0168,4997,754,44246,3
cifar10,trigger_color_grid,1_1,1.0,1,agpd_100,,0.9168,0.6976,0.5479,0.9598,0.9598,0.088,4799,3960,41040,201
cifar10,trigger_color_grid,1_1,1.0,1,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_color_grid,1_1,1.0,1,agpd_2000,,,,,,,,,,,
cifar10,trigger_color_grid,1_1,1.0,1,scan_2000,,,,,,,,,,,
cifar10,trigger_color_grid,1_1,1.0,1,abl,,0.9083,0.5414,0.5414,0.5414,0.5414,0.051,2707,2293,42707,2293
cifar10,trigger_color_grid,1_1,1.0,2,vbd,10,0.99,0.9522,0.9097,0.999,0.999,0.011,4995,496,44504,5
cifar10,trigger_color_grid,1_1,1.0,2,agpd_100,,0.9772,0.8922,0.8467,0.943,0.943,0.019,4715,854,44146,285
cifar10,trigger_color_grid,1_1,1.0,2,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_color_grid,1_1,1.0,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_color_grid,1_1,1.0,2,scan_2000,,,,,,,,,,,
cifar10,trigger_color_grid,1_1,1.0,2,abl,,0.8742,0.371,0.371,0.371,0.371,0.0699,1855,3145,41855,3145
cifar10,trigger_color_grid,1_1,1.0,3,vbd,10,0.9905,0.9547,0.9132,1.0,1.0,0.0106,5000,475,44525,0
cifar10,trigger_color_grid,1_1,1.0,3,agpd_100,,0.8543,0.5546,0.3994,0.9068,0.9068,0.1515,4534,6817,38183,466
cifar10,trigger_color_grid,1_1,1.0,3,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_color_grid,1_1,1.0,3,agpd_2000,,,,,,,,,,,
cifar10,trigger_color_grid,1_1,1.0,3,scan_2000,,,,,,,,,,,
cifar10,trigger_color_grid,1_1,1.0,3,abl,,0.9148,0.5742,0.5742,0.5742,0.5742,0.0473,2871,2129,42871,2129
cifar10,trigger_color_grid,1_1,1.0,4,vbd,10,0.9867,0.9377,0.8841,0.9982,0.9982,0.0145,4991,654,44346,9
cifar10,trigger_color_grid,1_1,1.0,4,agpd_100,,0.9288,0.7182,0.5942,0.9074,0.9074,0.0688,4537,3098,41902,463
cifar10,trigger_color_grid,1_1,1.0,4,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_color_grid,1_1,1.0,4,agpd_2000,,,,,,,,,,,
cifar10,trigger_color_grid,1_1,1.0,4,scan_2000,,,,,,,,,,,
cifar10,trigger_color_grid,1_1,1.0,4,abl,,0.9321,0.6604,0.6604,0.6604,0.6604,0.0377,3302,1698,43302,1698
cifar10,trigger_green_square,1_1,0.1,0,vbd,9,0.9773,0.8877,0.8772,0.8984,0.8984,0.014,4492,629,44371,508
cifar10,trigger_green_square,1_1,0.1,0,agpd_100,,0.995,0.9742,0.9998,0.9498,0.9498,0.0,4749,1,44999,251
cifar10,trigger_green_square,1_1,0.1,0,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,0.1,0,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.1,0,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.1,0,abl,,0.8464,0.2318,0.2318,0.2318,0.2318,0.0854,1159,3841,41159,3841
cifar10,trigger_green_square,1_1,0.1,1,vbd,8,0.9601,0.7978,0.808,0.7878,0.7878,0.0208,3939,936,44064,1061
cifar10,trigger_green_square,1_1,0.1,1,agpd_100,,0.9,0.0004,1.0,0.0002,0.0002,0.0,1,0,45000,4999
cifar10,trigger_green_square,1_1,0.1,1,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,0.1,1,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.1,1,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.1,1,abl,,0.8892,0.4462,0.4462,0.4462,0.4462,0.0615,2231,2769,42231,2769
cifar10,trigger_green_square,1_1,0.1,2,vbd,8,0.9633,0.8126,0.8308,0.7952,0.7952,0.018,3976,810,44190,1024
cifar10,trigger_green_square,1_1,0.1,2,agpd_100,,0.9094,0.1725,1.0,0.0944,0.0944,0.0,472,0,45000,4528
cifar10,trigger_green_square,1_1,0.1,2,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,0.1,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.1,2,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.1,2,abl,,0.8355,0.1774,0.1774,0.1774,0.1774,0.0914,887,4113,40887,4113
cifar10,trigger_green_square,1_1,0.1,3,vbd,8,0.9688,0.8346,0.8883,0.787,0.787,0.011,3935,495,44505,1065
cifar10,trigger_green_square,1_1,0.1,3,agpd_100,,0.9905,0.95,0.9996,0.9052,0.9052,0.0,4526,2,44998,474
cifar10,trigger_green_square,1_1,0.1,3,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,0.1,3,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.1,3,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.1,3,abl,,0.886,0.4298,0.4298,0.4298,0.4298,0.0634,2149,2851,42149,2851
cifar10,trigger_green_square,1_1,0.1,4,vbd,9,0.9662,0.842,0.7906,0.9006,0.9006,0.0265,4503,1193,43807,497
cifar10,trigger_green_square,1_1,0.1,4,agpd_100,,0.9955,0.977,0.9996,0.9554,0.9554,0.0,4777,2,44998,223
cifar10,trigger_green_square,1_1,0.1,4,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,0.1,4,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.1,4,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.1,4,abl,,0.8218,0.1092,0.1092,0.1092,0.1092,0.099,546,4454,40546,4454
cifar10,trigger_green_square,1_1,0.2,0,vbd,10,0.9851,0.9305,0.8712,0.9984,0.9984,0.0164,4992,738,44262,8
cifar10,trigger_green_square,1_1,0.2,0,agpd_100,,0.9258,0.7207,0.5778,0.9574,0.9574,0.0777,4787,3498,41502,213
cifar10,trigger_green_square,1_1,0.2,0,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,0.2,0,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.2,0,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.2,0,abl,,0.8899,0.4496,0.4496,0.4496,0.4496,0.0612,2248,2752,42248,2752
cifar10,trigger_green_square,1_1,0.2,1,vbd,9,0.9782,0.8923,0.8828,0.902,0.902,0.0133,4510,599,44401,490
cifar10,trigger_green_square,1_1,0.2,1,agpd_100,,0.9924,0.9604,0.9998,0.924,0.924,0.0,4620,1,44999,380
cifar10,trigger_green_square,1_1,0.2,1,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,0.2,1,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.2,1,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.2,1,abl,,0.8671,0.3354,0.3354,0.3354,0.3354,0.0738,1677,3323,41677,3323
cifar10,trigger_green_square,1_1,0.2,2,vbd,10,0.9864,0.9363,0.8805,0.9996,0.9996,0.0151,4998,678,44322,2
cifar10,trigger_green_square,1_1,0.2,2,agpd_100,,0.9315,0.7361,0.5989,0.9548,0.9548,0.071,4774,3197,41803,226
cifar10,trigger_green_square,1_1,0.2,2,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,0.2,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.2,2,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.2,2,abl,,0.9029,0.5144,0.5144,0.5144,0.5144,0.054,2572,2428,42572,2428
cifar10,trigger_green_square,1_1,0.2,3,vbd,10,0.985,0.93,0.8696,0.9994,0.9994,0.0166,4997,749,44251,3
cifar10,trigger_green_square,1_1,0.2,3,agpd_100,,0.9005,0.6571,0.5012,0.9538,0.9538,0.1055,4769,4746,40254,231
cifar10,trigger_green_square,1_1,0.2,3,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,0.2,3,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.2,3,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.2,3,abl,,0.9122,0.5612,0.5612,0.5612,0.5612,0.0488,2806,2194,42806,2194
cifar10,trigger_green_square,1_1,0.2,4,vbd,10,0.9836,0.9241,0.8595,0.9992,0.9992,0.0182,4996,817,44183,4
cifar10,trigger_green_square,1_1,0.2,4,agpd_100,,0.9053,0.6677,0.5143,0.9516,0.9516,0.0999,4758,4494,40506,242
cifar10,trigger_green_square,1_1,0.2,4,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,0.2,4,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.2,4,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.2,4,abl,,0.8792,0.396,0.396,0.396,0.396,0.0671,1980,3020,41980,3020
cifar10,trigger_green_square,1_1,0.5,0,vbd,10,0.9863,0.9358,0.8795,0.9998,0.9998,0.0152,4999,685,44315,1
cifar10,trigger_green_square,1_1,0.5,0,agpd_100,,0.9253,0.7123,0.5791,0.925,0.925,0.0747,4625,3362,41638,375
cifar10,trigger_green_square,1_1,0.5,0,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,0.5,0,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.5,0,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.5,0,abl,,0.9218,0.6088,0.6088,0.6088,0.6088,0.0435,3044,1956,43044,1956
cifar10,trigger_green_square,1_1,0.5,1,vbd,10,0.9828,0.921,0.8537,0.9998,0.9998,0.019,4999,857,44143,1
cifar10,trigger_green_square,1_1,0.5,1,agpd_100,,0.921,0.7054,0.5624,0.9458,0.9458,0.0818,4729,3679,41321,271
cifar10,trigger_green_square,1_1,0.5,1,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,0.5,1,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.5,1,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.5,1,abl,,0.92,0.5998,0.5998,0.5998,0.5998,0.0445,2999,2001,42999,2001
cifar10,trigger_green_square,1_1,0.5,2,vbd,10,0.9876,0.9415,0.8895,1.0,1.0,0.0138,5000,621,44379,0
cifar10,trigger_green_square,1_1,0.5,2,agpd_100,,0.9951,0.9747,0.9996,0.951,0.951,0.0,4755,2,44998,245
cifar10,trigger_green_square,1_1,0.5,2,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,0.5,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.5,2,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.5,2,abl,,0.8935,0.4674,0.4674,0.4674,0.4674,0.0592,2337,2663,42337,2663
cifar10,trigger_green_square,1_1,0.5,3,vbd,10,0.9692,0.8665,0.7647,0.9996,0.9996,0.0342,4998,1538,43462,2
cifar10,trigger_green_square,1_1,0.5,3,agpd_100,,0.9174,0.2961,1.0,0.1738,0.1738,0.0,869,0,45000,4131
cifar10,trigger_green_square,1_1,0.5,3,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,0.5,3,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.5,3,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.5,3,abl,,0.943,0.715,0.715,0.715,0.715,0.0317,3575,1425,43575,1425
cifar10,trigger_green_square,1_1,0.5,4,vbd,10,0.982,0.9172,0.8475,0.9994,0.9994,0.02,4997,899,44101,3
cifar10,trigger_green_square,1_1,0.5,4,agpd_100,,0.781,0.4715,0.3107,0.977,0.977,0.2408,4885,10836,34164,115
cifar10,trigger_green_square,1_1,0.5,4,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,0.5,4,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.5,4,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,0.5,4,abl,,0.9167,0.5836,0.5836,0.5836,0.5836,0.0463,2918,2082,42918,2082
cifar10,trigger_green_square,1_1,1.0,0,vbd,10,0.9844,0.9278,0.8656,0.9996,0.9996,0.0172,4998,776,44224,2
cifar10,trigger_green_square,1_1,1.0,0,agpd_100,,0.9319,0.7323,0.6035,0.931,0.931,0.068,4655,3058,41942,345
cifar10,trigger_green_square,1_1,1.0,0,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,1.0,0,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,1.0,0,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,1.0,0,abl,,0.8913,0.4564,0.4564,0.4564,0.4564,0.0604,2282,2718,42282,2718
cifar10,trigger_green_square,1_1,1.0,1,vbd,9,0.9754,0.8802,0.8587,0.9028,0.9028,0.0165,4514,743,44257,486
cifar10,trigger_green_square,1_1,1.0,1,agpd_100,,0.9951,0.9747,1.0,0.9506,0.9506,0.0,4753,0,45000,247
cifar10,trigger_green_square,1_1,1.0,1,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,1.0,1,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,1.0,1,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,1.0,1,abl,,0.9256,0.6282,0.6282,0.6282,0.6282,0.0413,3141,1859,43141,1859
cifar10,trigger_green_square,1_1,1.0,2,vbd,10,0.9843,0.9272,0.8643,1.0,1.0,0.0174,5000,785,44215,0
cifar10,trigger_green_square,1_1,1.0,2,agpd_100,,0.9953,0.976,1.0,0.9532,0.9532,0.0,4766,0,45000,234
cifar10,trigger_green_square,1_1,1.0,2,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,1.0,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,1.0,2,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,1.0,2,abl,,0.9026,0.5132,0.5132,0.5132,0.5132,0.0541,2566,2434,42566,2434
cifar10,trigger_green_square,1_1,1.0,3,vbd,10,0.9782,0.9009,0.8257,0.9912,0.9912,0.0232,4956,1046,43954,44
cifar10,trigger_green_square,1_1,1.0,3,agpd_100,,0.9071,0.6748,0.5192,0.9636,0.9636,0.0992,4818,4462,40538,182
cifar10,trigger_green_square,1_1,1.0,3,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,1.0,3,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,1.0,3,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,1.0,3,abl,,0.946,0.7298,0.7298,0.7298,0.7298,0.03,3649,1351,43649,1351
cifar10,trigger_green_square,1_1,1.0,4,vbd,10,0.9812,0.9141,0.8421,0.9996,0.9996,0.0208,4998,937,44063,2
cifar10,trigger_green_square,1_1,1.0,4,agpd_100,,0.9951,0.9751,0.9998,0.9516,0.9516,0.0,4758,1,44999,242
cifar10,trigger_green_square,1_1,1.0,4,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_green_square,1_1,1.0,4,agpd_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,1.0,4,scan_2000,,,,,,,,,,,
cifar10,trigger_green_square,1_1,1.0,4,abl,,0.888,0.4402,0.4402,0.4402,0.4402,0.0622,2201,2799,42201,2799
cifar10,trigger_white_grid,1_1,0.1,0,vbd,5,0.9259,0.5555,0.6938,0.4632,0.4632,0.0227,2316,1022,43978,2684
cifar10,trigger_white_grid,1_1,0.1,0,agpd_100,,0.9015,0.0296,1.0,0.015,0.015,0.0,75,0,45000,4925
cifar10,trigger_white_grid,1_1,0.1,0,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_white_grid,1_1,0.1,0,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.1,0,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.1,0,abl,,0.8168,0.0838,0.0838,0.0838,0.0838,0.1018,419,4581,40419,4581
cifar10,trigger_white_grid,1_1,0.1,1,vbd,5,0.9303,0.5754,0.7354,0.4726,0.4726,0.0189,2363,850,44150,2637
cifar10,trigger_white_grid,1_1,0.1,1,agpd_100,,0.9955,0.9772,0.9996,0.9558,0.9558,0.0,4779,2,44998,221
cifar10,trigger_white_grid,1_1,0.1,1,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_white_grid,1_1,0.1,1,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.1,1,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.1,1,abl,,0.8682,0.3408,0.3408,0.3408,0.3408,0.0732,1704,3296,41704,3296
cifar10,trigger_white_grid,1_1,0.1,2,vbd,4,0.9163,0.4568,0.6512,0.3518,0.3518,0.0209,1759,942,44058,3241
cifar10,trigger_white_grid,1_1,0.1,2,agpd_100,,0.9962,0.9807,0.999,0.963,0.963,0.0001,4815,5,44995,185
cifar10,trigger_white_grid,1_1,0.1,2,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_white_grid,1_1,0.1,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.1,2,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.1,2,abl,,0.8377,0.1886,0.1886,0.1886,0.1886,0.0902,943,4057,40943,4057
cifar10,trigger_white_grid,1_1,0.1,3,vbd,6,0.9313,0.6098,0.7055,0.537,0.537,0.0249,2685,1121,43879,2315
cifar10,trigger_white_grid,1_1,0.1,3,agpd_100,,0.9951,0.9751,0.9985,0.9528,0.9528,0.0002,4764,7,44993,236
cifar10,trigger_white_grid,1_1,0.1,3,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_white_grid,1_1,0.1,3,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.1,3,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.1,3,abl,,0.8661,0.3304,0.3304,0.3304,0.3304,0.0744,1652,3348,41652,3348
cifar10,trigger_white_grid,1_1,0.1,4,vbd,7,0.9287,0.6398,0.6465,0.6332,0.6332,0.0385,3166,1731,43269,1834
cifar10,trigger_white_grid,1_1,0.1,4,agpd_100,,0.907,0.6749,0.5188,0.9654,0.9654,0.0995,4827,4478,40522,173
cifar10,trigger_white_grid,1_1,0.1,4,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_white_grid,1_1,0.1,4,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.1,4,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.1,4,abl,,0.8174,0.0872,0.0872,0.0872,0.0872,0.1014,436,4564,40436,4564
cifar10,trigger_white_grid,1_1,0.2,0,vbd,9,0.9662,0.8365,0.8097,0.8652,0.8652,0.0226,4326,1017,43983,674
cifar10,trigger_white_grid,1_1,0.2,0,agpd_100,,0.9967,0.9833,0.9998,0.9674,0.9674,0.0,4837,1,44999,163
cifar10,trigger_white_grid,1_1,0.2,0,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_white_grid,1_1,0.2,0,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.2,0,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.2,0,abl,,0.9088,0.544,0.544,0.544,0.544,0.0507,2720,2280,42720,2280
cifar10,trigger_white_grid,1_1,0.2,1,vbd,9,0.9622,0.8225,0.7753,0.8758,0.8758,0.0282,4379,1269,43731,621
cifar10,trigger_white_grid,1_1,0.2,1,agpd_100,,0.997,0.9849,0.9998,0.9704,0.9704,0.0,4852,1,44999,148
cifar10,trigger_white_grid,1_1,0.2,1,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_white_grid,1_1,0.2,1,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.2,1,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.2,1,abl,,0.9247,0.6236,0.6236,0.6236,0.6236,0.0418,3118,1882,43118,1882
cifar10,trigger_white_grid,1_1,0.2,2,vbd,9,0.9666,0.8375,0.8144,0.862,0.862,0.0218,4310,982,44018,690
cifar10,trigger_white_grid,1_1,0.2,2,agpd_100,,0.9956,0.9776,0.9994,0.9568,0.9568,0.0001,4784,3,44997,216
cifar10,trigger_white_grid,1_1,0.2,2,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_white_grid,1_1,0.2,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.2,2,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.2,2,abl,,0.8709,0.3546,0.3546,0.3546,0.3546,0.0717,1773,3227,41773,3227
cifar10,trigger_white_grid,1_1,0.2,3,vbd,9,0.9675,0.8411,0.823,0.86,0.86,0.0206,4300,925,44075,700
cifar10,trigger_white_grid,1_1,0.2,3,agpd_100,,0.9964,0.9815,0.9998,0.9638,0.9638,0.0,4819,1,44999,181
cifar10,trigger_white_grid,1_1,0.2,3,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_white_grid,1_1,0.2,3,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.2,3,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.2,3,abl,,0.9217,0.6084,0.6084,0.6084,0.6084,0.0435,3042,1958,43042,1958
cifar10,trigger_white_grid,1_1,0.2,4,vbd,9,0.9679,0.8438,0.8228,0.8658,0.8658,0.0207,4329,932,44068,671
cifar10,trigger_white_grid,1_1,0.2,4,agpd_100,,0.9156,0.2699,1.0,0.156,0.156,0.0,780,0,45000,4220
cifar10,trigger_white_grid,1_1,0.2,4,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_white_grid,1_1,0.2,4,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.2,4,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.2,4,abl,,0.8978,0.489,0.489,0.489,0.489,0.0568,2445,2555,42445,2555
cifar10,trigger_white_grid,1_1,0.5,0,vbd,10,0.9887,0.9448,0.9272,0.963,0.963,0.0084,4815,378,44622,185
cifar10,trigger_white_grid,1_1,0.5,0,agpd_100,,0.9053,0.6675,0.5142,0.9508,0.9508,0.0998,4754,4491,40509,246
cifar10,trigger_white_grid,1_1,0.5,0,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_white_grid,1_1,0.5,0,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.5,0,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.5,0,abl,,0.8826,0.4132,0.4132,0.4132,0.4132,0.0652,2066,2934,42066,2934
cifar10,trigger_white_grid,1_1,0.5,1,vbd,10,0.9914,0.9574,0.9435,0.9718,0.9718,0.0065,4859,291,44709,141
cifar10,trigger_white_grid,1_1,0.5,1,agpd_100,,0.9963,0.9809,1.0,0.9626,0.9626,0.0,4813,0,45000,187
cifar10,trigger_white_grid,1_1,0.5,1,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_white_grid,1_1,0.5,1,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.5,1,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.5,1,abl,,0.9041,0.5204,0.5204,0.5204,0.5204,0.0533,2602,2398,42602,2398
cifar10,trigger_white_grid,1_1,0.5,2,vbd,10,0.9857,0.931,0.8993,0.965,0.965,0.012,4825,540,44460,175
cifar10,trigger_white_grid,1_1,0.5,2,agpd_100,,0.9944,0.971,1.0,0.9436,0.9436,0.0,4718,0,45000,282
cifar10,trigger_white_grid,1_1,0.5,2,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_white_grid,1_1,0.5,2,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.5,2,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.5,2,abl,,0.8728,0.364,0.364,0.364,0.364,0.0707,1820,3180,41820,3180
cifar10,trigger_white_grid,1_1,0.5,3,vbd,10,0.9897,0.9488,0.9399,0.9578,0.9578,0.0068,4789,306,44694,211
cifar10,trigger_white_grid,1_1,0.5,3,agpd_100,,0.9961,0.9802,1.0,0.9612,0.9612,0.0,4806,0,45000,194
cifar10,trigger_white_grid,1_1,0.5,3,scan_100,,0.8943,0.2798,0.4394,0.2052,0.2052,0.0291,1026,1309,43691,3974
cifar10,trigger_white_grid,1_1,0.5,3,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.5,3,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.5,3,abl,,0.9174,0.5872,0.5872,0.5872,0.5872,0.0459,2936,2064,42936,2064
cifar10,trigger_white_grid,1_1,0.5,4,vbd,10,0.988,0.941,0.9234,0.9594,0.9594,0.0088,4797,398,44602,203
cifar10,trigger_white_grid,1_1,0.5,4,agpd_100,,0.9592,0.8246,0.7232,0.9592,0.9592,0.0408,4796,1836,43164,204
cifar10,trigger_white_grid,1_1,0.5,4,scan_100,,0.9,0,0.0,0,0.0,0.0,0,5000,45000,0
cifar10,trigger_white_grid,1_1,0.5,4,agpd_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.5,4,scan_2000,,,,,,,,,,,
cifar10,trigger_white_grid,1_1,0.5,4,abl,,0.9096,0.548,0.548,0.548,0.548,0.0502,2740,2260,42740,2260
